parent_model,dataset,numshot,student_model,mean_auc,mean_complexity
carte,compas,128,xgboost,0.6665,6272.6
carte,compas,128,logistic_rule_regression,0.6679,52.0
carte,compas,128,logistic_regression,0.6718,22.0
carte,compas,128,decision_tree,0.6018,513.4
carte,electricity,64,ttnet,0.7587,418.2
carte,electricity,64,xgboost,0.7569,10899.6
carte,electricity,64,logistic_rule_regression,0.7662,43.0
carte,electricity,64,logistic_regression,0.7906,26.0
carte,electricity,64,decision_tree,0.7302,357.8
carte,electricity,16,ttnet,0.5,-1.0
carte,electricity,16,xgboost,0.5,-1.0
carte,electricity,16,logistic_rule_regression,0.5,-1.0
carte,electricity,16,logistic_regression,0.5,-1.0
carte,electricity,16,decision_tree,0.5,-1.0
carte,electricity,8,ttnet,0.5545,437.4
carte,electricity,8,xgboost,0.7114,1530.6
carte,electricity,8,logistic_rule_regression,0.6971,33.0
carte,electricity,8,logistic_regression,0.7412,26.0
carte,electricity,8,decision_tree,0.5865,73.4
carte,electricity,32,ttnet,0.5,-1.0
carte,electricity,32,xgboost,0.5,-1.0
carte,electricity,32,logistic_rule_regression,0.5,-1.0
carte,electricity,32,logistic_regression,0.5,-1.0
carte,electricity,32,decision_tree,0.5,-1.0
carte,electricity,256,ttnet,0.7763,478.8
carte,electricity,256,xgboost,0.7932,9878.2
carte,electricity,256,logistic_rule_regression,0.8042,82.0
carte,electricity,256,logistic_regression,0.7956,26.0
carte,electricity,256,decision_tree,0.7428,356.2
carte,electricity,128,ttnet,0.7699,414.4
carte,electricity,128,xgboost,0.7555,6200.0
carte,electricity,128,logistic_rule_regression,0.7791,29.0
carte,electricity,128,logistic_regression,0.7876,26.0
carte,electricity,128,decision_tree,0.741,292.6
carte,income,64,ttnet,0.7638,698.8
carte,income,64,xgboost,0.7759,3960.4
carte,income,64,logistic_rule_regression,0.7838,44.0
carte,income,64,logistic_regression,0.8038,200.0
carte,income,64,decision_tree,0.7121,174.6
carte,income,16,ttnet,0.5,-1.0
carte,income,16,xgboost,0.5,-1.0
carte,income,16,logistic_rule_regression,0.5,-1.0
carte,income,16,logistic_regression,0.5,-1.0
carte,income,16,decision_tree,0.5,-1.0
carte,income,8,ttnet,0.5,-1.0
carte,income,8,xgboost,0.5,-1.0
carte,income,8,logistic_rule_regression,0.5,-1.0
carte,income,8,logistic_regression,0.5,-1.0
carte,income,8,decision_tree,0.5,-1.0
carte,income,32,ttnet,0.3895,792.2
carte,income,32,xgboost,0.3678,1876.8
carte,income,32,logistic_rule_regression,0.345,50.0
carte,income,32,logistic_regression,0.3841,200.0
carte,income,32,decision_tree,0.4335,318.6
carte,income,256,ttnet,0.8366,683.8
carte,income,256,xgboost,0.8691,883.8
carte,income,256,logistic_rule_regression,0.85,40.0
carte,income,256,logistic_regression,0.8683,200.0
carte,income,256,decision_tree,0.7476,93.4
carte,income,128,ttnet,0.8493,640.6
carte,income,128,xgboost,0.846,6130.6
carte,income,128,logistic_rule_regression,0.853,58.0
carte,income,128,logistic_regression,0.8716,200.0
carte,income,128,decision_tree,0.7519,160.6
carte,diabetes,64,ttnet,0.6643,231.4
carte,diabetes,64,xgboost,0.7101,6910.0
carte,diabetes,64,logistic_rule_regression,0.7084,86.0
carte,diabetes,64,logistic_regression,0.703,16.0
carte,diabetes,64,decision_tree,0.624,284.2
carte,diabetes,16,ttnet,0.5376,249.6
carte,diabetes,16,xgboost,0.6155,10846.4
carte,diabetes,16,logistic_rule_regression,0.607,108.4
carte,diabetes,16,logistic_regression,0.6258,16.0
carte,diabetes,16,decision_tree,0.5794,418.6
carte,diabetes,8,ttnet,0.3595,263.0
carte,diabetes,8,xgboost,0.5818,6931.6
carte,diabetes,8,logistic_rule_regression,0.385,24.0
carte,diabetes,8,logistic_regression,0.3348,16.0
carte,diabetes,8,decision_tree,0.487,128.2
carte,diabetes,32,ttnet,0.5819,186.4
carte,diabetes,32,xgboost,0.5147,8573.0
carte,diabetes,32,logistic_rule_regression,0.4823,99.0
carte,diabetes,32,logistic_regression,0.58,16.0
carte,diabetes,32,decision_tree,0.4641,340.6
carte,diabetes,256,ttnet,0.7697,261.4
carte,diabetes,256,xgboost,0.8096,7615.2
carte,diabetes,256,logistic_rule_regression,0.7953,89.0
carte,diabetes,256,logistic_regression,0.8022,16.0
carte,diabetes,256,decision_tree,0.7557,485.0
carte,diabetes,128,ttnet,0.7571,241.4
carte,diabetes,128,xgboost,0.747,12269.6
carte,diabetes,128,logistic_rule_regression,0.7403,45.0
carte,diabetes,128,logistic_regression,0.7751,16.0
carte,diabetes,128,decision_tree,0.6789,268.2
carte,covertype,64,ttnet,0.7446,568.8
carte,covertype,64,xgboost,0.7588,1842.2
carte,covertype,64,logistic_rule_regression,0.7664,55.0
carte,covertype,64,logistic_regression,0.7384,98.0
carte,covertype,64,decision_tree,0.684,198.6
carte,covertype,16,ttnet,0.5,-1.0
carte,covertype,16,xgboost,0.5,-1.0
carte,covertype,16,logistic_rule_regression,0.5,-1.0
carte,covertype,16,logistic_regression,0.5,-1.0
carte,covertype,16,decision_tree,0.5,-1.0
carte,covertype,8,ttnet,0.4213,622.8
carte,covertype,8,xgboost,0.4428,2566.2
carte,covertype,8,logistic_rule_regression,0.43,106.0
carte,covertype,8,logistic_regression,0.4276,98.0
carte,covertype,8,decision_tree,0.4652,532.2
carte,covertype,32,ttnet,0.5,-1.0
carte,covertype,32,xgboost,0.5,-1.0
carte,covertype,32,logistic_rule_regression,0.5,-1.0
carte,covertype,32,logistic_regression,0.5,-1.0
carte,covertype,32,decision_tree,0.5,-1.0
carte,covertype,256,ttnet,0.7616,525.8
carte,covertype,256,xgboost,0.793,7690.4
carte,covertype,256,logistic_rule_regression,0.8015,45.8
carte,covertype,256,logistic_regression,0.8181,98.0
carte,covertype,256,decision_tree,0.7642,207.0
carte,covertype,128,ttnet,0.7426,542.6
carte,covertype,128,xgboost,0.7493,2576.8
carte,covertype,128,logistic_rule_regression,0.7638,17.2
carte,covertype,128,logistic_regression,0.7994,98.0
carte,covertype,128,decision_tree,0.7278,167.0
carte,credit_card_default,64,ttnet,0.571,443.0
carte,credit_card_default,64,xgboost,0.6398,193.4
carte,credit_card_default,64,logistic_rule_regression,0.4112,58.0
carte,credit_card_default,64,logistic_regression,0.5804,42.0
carte,credit_card_default,64,decision_tree,0.6553,43.4
carte,credit_card_default,16,ttnet,0.4816,454.0
carte,credit_card_default,16,xgboost,0.4738,112.8
carte,credit_card_default,16,logistic_rule_regression,0.5,0.0
carte,credit_card_default,16,logistic_regression,0.5647,42.0
carte,credit_card_default,16,decision_tree,0.4788,37.4
carte,credit_card_default,8,ttnet,0.5,-1.0
carte,credit_card_default,8,xgboost,0.5,-1.0
carte,credit_card_default,8,logistic_rule_regression,0.5,-1.0
carte,credit_card_default,8,logistic_regression,0.5,-1.0
carte,credit_card_default,8,decision_tree,0.5,-1.0
carte,credit_card_default,32,ttnet,0.5717,567.0
carte,credit_card_default,32,xgboost,0.5936,2373.2
carte,credit_card_default,32,logistic_rule_regression,0.6133,61.0
carte,credit_card_default,32,logistic_regression,0.6003,42.0
carte,credit_card_default,32,decision_tree,0.5197,13.0
carte,credit_card_default,256,ttnet,0.5648,525.0
carte,credit_card_default,256,xgboost,0.5977,1791.4
carte,credit_card_default,256,logistic_rule_regression,0.5,0.0
carte,credit_card_default,256,logistic_regression,0.6983,42.0
carte,credit_card_default,256,decision_tree,0.5064,13.4
carte,credit_card_default,128,ttnet,0.5413,530.8
carte,credit_card_default,128,xgboost,0.5971,3678.0
carte,credit_card_default,128,logistic_rule_regression,0.578,26.0
carte,credit_card_default,128,logistic_regression,0.6564,42.0
carte,credit_card_default,128,decision_tree,0.5162,22.6
carte,jungle,64,ttnet,0.6774,281.4
carte,jungle,64,xgboost,0.6941,10078.6
carte,jungle,64,logistic_rule_regression,0.708,75.0
carte,jungle,64,logistic_regression,0.6909,12.0
carte,jungle,64,decision_tree,0.6494,355.8
carte,jungle,16,ttnet,0.4651,284.2
carte,jungle,16,xgboost,0.5149,3605.8
carte,jungle,16,logistic_rule_regression,0.5,0.0
carte,jungle,16,logistic_regression,0.3508,12.0
carte,jungle,16,decision_tree,0.4996,41.0
carte,jungle,8,ttnet,0.5425,218.2
carte,jungle,8,xgboost,0.5618,9393.4
carte,jungle,8,logistic_rule_regression,0.5195,81.2
carte,jungle,8,logistic_regression,0.553,12.0
carte,jungle,8,decision_tree,0.5607,400.6
carte,jungle,32,ttnet,0.6465,257.6
carte,jungle,32,xgboost,0.6562,15542.0
carte,jungle,32,logistic_rule_regression,0.6283,48.0
carte,jungle,32,logistic_regression,0.674,12.0
carte,jungle,32,decision_tree,0.5963,419.4
carte,jungle,256,ttnet,0.7736,283.2
carte,jungle,256,xgboost,0.8163,6354.8
carte,jungle,256,logistic_rule_regression,0.814,41.0
carte,jungle,256,logistic_regression,0.7828,12.0
carte,jungle,256,decision_tree,0.7455,531.0
carte,jungle,128,ttnet,0.6763,158.0
carte,jungle,128,xgboost,0.6897,3926.0
carte,jungle,128,logistic_rule_regression,0.6696,66.0
carte,jungle,128,logistic_regression,0.6828,12.0
carte,jungle,128,decision_tree,0.6298,283.8
carte,heart,64,ttnet,0.7748,422.0
carte,heart,64,xgboost,0.804,8660.8
carte,heart,64,logistic_rule_regression,0.7931,47.6
carte,heart,64,logistic_regression,0.7852,30.0
carte,heart,64,decision_tree,0.7303,387.8
carte,heart,16,ttnet,0.7163,350.8
carte,heart,16,xgboost,0.7963,1102.2
carte,heart,16,logistic_rule_regression,0.7783,61.0
carte,heart,16,logistic_regression,0.8089,30.0
carte,heart,16,decision_tree,0.684,210.2
carte,heart,8,ttnet,0.7137,389.4
carte,heart,8,xgboost,0.6572,2371.4
carte,heart,8,logistic_rule_regression,0.6664,24.0
carte,heart,8,logistic_regression,0.5846,30.0
carte,heart,8,decision_tree,0.554,31.8
carte,heart,32,ttnet,0.6231,401.2
carte,heart,32,xgboost,0.7718,1679.8
carte,heart,32,logistic_rule_regression,0.7597,82.0
carte,heart,32,logistic_regression,0.7219,30.0
carte,heart,32,decision_tree,0.6802,169.0
carte,heart,256,ttnet,0.907,417.0
carte,heart,256,xgboost,0.924,13620.4
carte,heart,256,logistic_rule_regression,0.9187,59.4
carte,heart,256,logistic_regression,0.9234,30.0
carte,heart,256,decision_tree,0.8573,282.2
carte,heart,128,ttnet,0.8392,424.8
carte,heart,128,xgboost,0.8585,2951.2
carte,heart,128,logistic_rule_regression,0.8482,61.8
carte,heart,128,logistic_regression,0.8747,30.0
carte,heart,128,decision_tree,0.729,202.2
carte,road_safety,64,ttnet,0.5,-1.0
carte,road_safety,64,xgboost,0.5,-1.0
carte,road_safety,64,logistic_rule_regression,0.5,-1.0
carte,road_safety,64,logistic_regression,0.5,-1.0
carte,road_safety,64,decision_tree,0.5,-1.0
carte,road_safety,16,ttnet,0.5027,442.0
carte,road_safety,16,xgboost,0.5694,3666.4
carte,road_safety,16,logistic_rule_regression,0.5015,2.0
carte,road_safety,16,logistic_regression,0.5246,64.0
carte,road_safety,16,decision_tree,0.5035,28.6
carte,road_safety,8,ttnet,0.5,-1.0
carte,road_safety,8,xgboost,0.5,-1.0
carte,road_safety,8,logistic_rule_regression,0.5,-1.0
carte,road_safety,8,logistic_regression,0.5,-1.0
carte,road_safety,8,decision_tree,0.5,-1.0
carte,road_safety,32,ttnet,0.5302,727.6
carte,road_safety,32,xgboost,0.5177,3931.2
carte,road_safety,32,logistic_rule_regression,0.5018,76.0
carte,road_safety,32,logistic_regression,0.5241,64.0
carte,road_safety,32,decision_tree,0.4953,203.4
carte,road_safety,256,ttnet,0.7124,425.6
carte,road_safety,256,xgboost,0.7236,2412.0
carte,road_safety,256,logistic_rule_regression,0.7208,22.0
carte,road_safety,256,logistic_regression,0.7047,64.0
carte,road_safety,256,decision_tree,0.7096,108.6
carte,road_safety,128,ttnet,0.6921,673.2
carte,road_safety,128,xgboost,0.6933,2369.8
carte,road_safety,128,logistic_rule_regression,0.6959,34.4
carte,road_safety,128,logistic_regression,0.6776,64.0
carte,road_safety,128,decision_tree,0.6525,251.8
carte,calhousing,64,ttnet,0.7984,133.8
carte,calhousing,64,xgboost,0.7717,5080.0
carte,calhousing,64,logistic_rule_regression,0.7784,58.0
carte,calhousing,64,logistic_regression,0.8398,16.0
carte,calhousing,64,decision_tree,0.7314,210.6
carte,calhousing,16,ttnet,0.7772,106.6
carte,calhousing,16,xgboost,0.7269,6717.8
carte,calhousing,16,logistic_rule_regression,0.7221,92.0
carte,calhousing,16,logistic_regression,0.7968,16.0
carte,calhousing,16,decision_tree,0.7061,429.8
carte,calhousing,8,ttnet,0.5385,144.4
carte,calhousing,8,xgboost,0.5699,9609.0
carte,calhousing,8,logistic_rule_regression,0.6379,40.0
carte,calhousing,8,logistic_regression,0.5932,16.0
carte,calhousing,8,decision_tree,0.525,467.8
carte,calhousing,32,ttnet,0.7687,16.0
carte,calhousing,32,xgboost,0.7247,1328.0
carte,calhousing,32,logistic_rule_regression,0.7504,69.0
carte,calhousing,32,logistic_regression,0.7908,16.0
carte,calhousing,32,decision_tree,0.6548,302.2
carte,calhousing,256,ttnet,0.8265,158.2
carte,calhousing,256,xgboost,0.8166,7728.6
carte,calhousing,256,logistic_rule_regression,0.8032,72.0
carte,calhousing,256,logistic_regression,0.8325,16.0
carte,calhousing,256,decision_tree,0.7351,435.8
carte,calhousing,128,ttnet,0.8215,150.0
carte,calhousing,128,xgboost,0.8122,16379.4
carte,calhousing,128,logistic_rule_regression,0.8256,77.0
carte,calhousing,128,logistic_regression,0.8586,16.0
carte,calhousing,128,decision_tree,0.7707,330.6
tabpfn,albert,64,ttnet,0.6211,985.8
tabpfn,albert,64,xgboost,0.6339,2111.6
tabpfn,albert,64,logistic_rule_regression,0.6068,129.6
tabpfn,albert,64,logistic_regression,0.638,194.0
tabpfn,albert,64,decision_tree,0.5875,419.0
tabpfn,albert,16,ttnet,0.5052,832.2
tabpfn,albert,16,xgboost,0.5005,1629.6
tabpfn,albert,16,logistic_rule_regression,0.5149,79.0
tabpfn,albert,16,logistic_regression,0.5096,194.0
tabpfn,albert,16,decision_tree,0.4996,251.0
tabpfn,albert,4,ttnet,0.5271,910.4
tabpfn,albert,4,xgboost,0.5022,1666.2
tabpfn,albert,4,logistic_rule_regression,0.5114,38.0
tabpfn,albert,4,logistic_regression,0.5264,194.0
tabpfn,albert,4,decision_tree,0.5119,274.6
tabpfn,albert,8,ttnet,0.4897,555.4
tabpfn,albert,8,xgboost,0.474,2335.0
tabpfn,albert,8,logistic_rule_regression,0.4621,41.0
tabpfn,albert,8,logistic_regression,0.4946,194.0
tabpfn,albert,8,decision_tree,0.4933,240.2
tabpfn,albert,32,ttnet,0.5161,667.2
tabpfn,albert,32,xgboost,0.5287,1304.6
tabpfn,albert,32,logistic_rule_regression,0.5159,35.8
tabpfn,albert,32,logistic_regression,0.5378,194.0
tabpfn,albert,32,decision_tree,0.5001,75.4
tabpfn,albert,256,ttnet,0.6329,727.2
tabpfn,albert,256,xgboost,0.6674,2692.6
tabpfn,albert,256,logistic_rule_regression,0.6714,105.0
tabpfn,albert,256,logistic_regression,0.6547,194.0
tabpfn,albert,256,decision_tree,0.6357,430.2
tabpfn,albert,128,ttnet,0.6394,945.0
tabpfn,albert,128,xgboost,0.6624,4169.4
tabpfn,albert,128,logistic_rule_regression,0.6506,157.8
tabpfn,albert,128,logistic_regression,0.6456,194.0
tabpfn,albert,128,decision_tree,0.5957,250.6
tabpfn,blood,64,ttnet,0.7291,68.2
tabpfn,blood,64,xgboost,0.7541,1594.8
tabpfn,blood,64,logistic_rule_regression,0.7575,90.0
tabpfn,blood,64,logistic_regression,0.7496,8.0
tabpfn,blood,64,decision_tree,0.6798,490.2
tabpfn,blood,16,ttnet,0.7126,83.0
tabpfn,blood,16,xgboost,0.7197,1590.2
tabpfn,blood,16,logistic_rule_regression,0.7371,88.0
tabpfn,blood,16,logistic_regression,0.7204,8.0
tabpfn,blood,16,decision_tree,0.6597,350.6
tabpfn,blood,4,ttnet,0.5864,87.2
tabpfn,blood,4,xgboost,0.6385,317.4
tabpfn,blood,4,logistic_rule_regression,0.6174,42.0
tabpfn,blood,4,logistic_regression,0.6234,8.0
tabpfn,blood,4,decision_tree,0.6251,233.4
tabpfn,blood,8,ttnet,0.7065,75.0
tabpfn,blood,8,xgboost,0.725,1138.4
tabpfn,blood,8,logistic_rule_regression,0.7318,98.0
tabpfn,blood,8,logistic_regression,0.724,8.0
tabpfn,blood,8,decision_tree,0.6783,437.4
tabpfn,blood,32,ttnet,0.7081,85.2
tabpfn,blood,32,xgboost,0.7095,1554.6
tabpfn,blood,32,logistic_rule_regression,0.7306,92.0
tabpfn,blood,32,logistic_regression,0.7176,8.0
tabpfn,blood,32,decision_tree,0.6526,517.8
tabpfn,blood,256,ttnet,0.7009,65.4
tabpfn,blood,256,xgboost,0.751,1043.0
tabpfn,blood,256,logistic_rule_regression,0.7367,61.0
tabpfn,blood,256,logistic_regression,0.7087,8.0
tabpfn,blood,256,decision_tree,0.6557,316.2
tabpfn,blood,128,ttnet,0.7562,52.4
tabpfn,blood,128,xgboost,0.7619,1804.2
tabpfn,blood,128,logistic_rule_regression,0.76,90.0
tabpfn,blood,128,logistic_regression,0.7657,8.0
tabpfn,blood,128,decision_tree,0.6977,484.2
tabpfn,bank,64,ttnet,0.8136,557.6
tabpfn,bank,64,xgboost,0.8709,2445.8
tabpfn,bank,64,logistic_rule_regression,0.874,65.0
tabpfn,bank,64,logistic_regression,0.8732,64.0
tabpfn,bank,64,decision_tree,0.8103,235.8
tabpfn,bank,16,ttnet,0.7937,541.6
tabpfn,bank,16,xgboost,0.8461,3869.8
tabpfn,bank,16,logistic_rule_regression,0.8468,71.0
tabpfn,bank,16,logistic_regression,0.8637,64.0
tabpfn,bank,16,decision_tree,0.7867,368.2
tabpfn,bank,4,ttnet,0.5452,546.4
tabpfn,bank,4,xgboost,0.5733,2108.6
tabpfn,bank,4,logistic_rule_regression,0.5848,112.0
tabpfn,bank,4,logistic_regression,0.5464,64.0
tabpfn,bank,4,decision_tree,0.5307,279.4
tabpfn,bank,8,ttnet,0.5323,537.6
tabpfn,bank,8,xgboost,0.5757,1164.2
tabpfn,bank,8,logistic_rule_regression,0.593,65.0
tabpfn,bank,8,logistic_regression,0.5568,64.0
tabpfn,bank,8,decision_tree,0.544,225.8
tabpfn,bank,32,ttnet,0.8162,511.2
tabpfn,bank,32,xgboost,0.8711,2293.6
tabpfn,bank,32,logistic_rule_regression,0.8744,81.0
tabpfn,bank,32,logistic_regression,0.8736,64.0
tabpfn,bank,32,decision_tree,0.8115,204.2
tabpfn,bank,256,ttnet,0.8265,504.4
tabpfn,bank,256,xgboost,0.8917,2783.0
tabpfn,bank,256,logistic_rule_regression,0.8817,65.0
tabpfn,bank,256,logistic_regression,0.8831,64.0
tabpfn,bank,256,decision_tree,0.8321,243.0
tabpfn,bank,128,ttnet,0.8275,534.4
tabpfn,bank,128,xgboost,0.8833,1310.8
tabpfn,bank,128,logistic_rule_regression,0.8786,72.0
tabpfn,bank,128,logistic_regression,0.8809,64.0
tabpfn,bank,128,decision_tree,0.8185,246.2
tabpfn,eye_movements,64,ttnet,0.5049,643.6
tabpfn,eye_movements,64,xgboost,0.511,1715.0
tabpfn,eye_movements,64,logistic_rule_regression,0.5122,61.0
tabpfn,eye_movements,64,logistic_regression,0.5018,46.0
tabpfn,eye_movements,64,decision_tree,0.511,203.8
tabpfn,eye_movements,16,ttnet,0.5115,655.2
tabpfn,eye_movements,16,xgboost,0.5175,4917.8
tabpfn,eye_movements,16,logistic_rule_regression,0.5162,64.0
tabpfn,eye_movements,16,logistic_regression,0.5128,46.0
tabpfn,eye_movements,16,decision_tree,0.5193,202.2
tabpfn,eye_movements,4,ttnet,0.5196,640.4
tabpfn,eye_movements,4,xgboost,0.5257,2801.0
tabpfn,eye_movements,4,logistic_rule_regression,0.5278,71.0
tabpfn,eye_movements,4,logistic_regression,0.5312,46.0
tabpfn,eye_movements,4,decision_tree,0.5182,249.0
tabpfn,eye_movements,8,ttnet,0.5367,698.0
tabpfn,eye_movements,8,xgboost,0.5323,5708.4
tabpfn,eye_movements,8,logistic_rule_regression,0.5287,80.0
tabpfn,eye_movements,8,logistic_regression,0.5346,46.0
tabpfn,eye_movements,8,decision_tree,0.5267,173.0
tabpfn,eye_movements,32,ttnet,0.5132,634.4
tabpfn,eye_movements,32,xgboost,0.5097,1102.0
tabpfn,eye_movements,32,logistic_rule_regression,0.5074,65.0
tabpfn,eye_movements,32,logistic_regression,0.4972,46.0
tabpfn,eye_movements,32,decision_tree,0.4994,344.6
tabpfn,eye_movements,256,ttnet,0.5123,602.8
tabpfn,eye_movements,256,xgboost,0.5355,3255.0
