parent_model,dataset,numshot,student_model,mean_auc,mean_complexity
tabpfn,eye_movements,256,logistic_rule_regression,0.5306,77.0
tabpfn,eye_movements,256,logistic_regression,0.5114,46.0
tabpfn,eye_movements,256,decision_tree,0.5067,106.6
tabpfn,eye_movements,128,ttnet,0.5079,591.6
tabpfn,eye_movements,128,xgboost,0.5281,4517.6
tabpfn,eye_movements,128,logistic_rule_regression,0.5213,59.0
tabpfn,eye_movements,128,logistic_regression,0.5125,46.0
tabpfn,eye_movements,128,decision_tree,0.5061,295.0
tabpfn,creditg,64,ttnet,0.7194,525.6
tabpfn,creditg,64,xgboost,0.745,2812.6
tabpfn,creditg,64,logistic_rule_regression,0.733,74.0
tabpfn,creditg,64,logistic_regression,0.7295,96.0
tabpfn,creditg,64,decision_tree,0.6937,191.0
tabpfn,creditg,16,ttnet,0.6034,550.0
tabpfn,creditg,16,xgboost,0.6053,1815.2
tabpfn,creditg,16,logistic_rule_regression,0.6021,144.0
tabpfn,creditg,16,logistic_regression,0.6031,96.0
tabpfn,creditg,16,decision_tree,0.5856,359.8
tabpfn,creditg,4,ttnet,0.4241,543.0
tabpfn,creditg,4,xgboost,0.4342,2712.0
tabpfn,creditg,4,logistic_rule_regression,0.4366,38.8
tabpfn,creditg,4,logistic_regression,0.4257,96.0
tabpfn,creditg,4,decision_tree,0.442,305.0
tabpfn,creditg,8,ttnet,0.59,630.4
tabpfn,creditg,8,xgboost,0.5976,1685.4
tabpfn,creditg,8,logistic_rule_regression,0.5909,58.0
tabpfn,creditg,8,logistic_regression,0.5893,96.0
tabpfn,creditg,8,decision_tree,0.5857,58.2
tabpfn,creditg,32,ttnet,0.6834,506.4
tabpfn,creditg,32,xgboost,0.696,1998.2
tabpfn,creditg,32,logistic_rule_regression,0.6668,35.0
tabpfn,creditg,32,logistic_regression,0.6899,96.0
tabpfn,creditg,32,decision_tree,0.6782,146.6
tabpfn,creditg,256,ttnet,0.755,554.6
tabpfn,creditg,256,xgboost,0.7832,4636.4
tabpfn,creditg,256,logistic_rule_regression,0.7678,78.0
tabpfn,creditg,256,logistic_regression,0.7794,96.0
tabpfn,creditg,256,decision_tree,0.7095,365.4
tabpfn,creditg,128,ttnet,0.7556,549.6
tabpfn,creditg,128,xgboost,0.7732,2671.6
tabpfn,creditg,128,logistic_rule_regression,0.7653,115.0
tabpfn,creditg,128,logistic_regression,0.7627,96.0
tabpfn,creditg,128,decision_tree,0.7241,510.6
tabpfn,compas,64,ttnet,0.5955,373.8
tabpfn,compas,64,xgboost,0.6452,159.8
tabpfn,compas,64,logistic_rule_regression,0.6446,19.0
tabpfn,compas,64,logistic_regression,0.6582,22.0
tabpfn,compas,64,decision_tree,0.5824,149.0
tabpfn,compas,16,ttnet,0.6359,388.4
tabpfn,compas,16,xgboost,0.6555,4578.0
tabpfn,compas,16,logistic_rule_regression,0.6639,90.0
tabpfn,compas,16,logistic_regression,0.6601,22.0
tabpfn,compas,16,decision_tree,0.5874,453.4
tabpfn,compas,4,ttnet,0.6165,406.0
tabpfn,compas,4,xgboost,0.6416,553.6
tabpfn,compas,4,logistic_rule_regression,0.6438,68.0
tabpfn,compas,4,logistic_regression,0.6503,22.0
tabpfn,compas,4,decision_tree,0.6099,377.0
tabpfn,compas,8,ttnet,0.6065,384.2
tabpfn,compas,8,xgboost,0.6127,1474.6
tabpfn,compas,8,logistic_rule_regression,0.6239,45.4
tabpfn,compas,8,logistic_regression,0.6268,22.0
tabpfn,compas,8,decision_tree,0.5737,241.4
tabpfn,compas,32,ttnet,0.6257,369.4
tabpfn,compas,32,xgboost,0.6428,3032.6
tabpfn,compas,32,logistic_rule_regression,0.6527,50.0
tabpfn,compas,32,logistic_regression,0.6633,22.0
tabpfn,compas,32,decision_tree,0.5772,217.0
tabpfn,compas,256,ttnet,0.688,362.0
tabpfn,compas,256,xgboost,0.7227,1020.4
tabpfn,compas,256,logistic_rule_regression,0.7161,52.0
tabpfn,compas,256,logistic_regression,0.7202,22.0
tabpfn,compas,256,decision_tree,0.6817,267.0
tabpfn,compas,128,ttnet,0.658,327.8
tabpfn,compas,128,xgboost,0.7008,863.4
tabpfn,compas,128,logistic_rule_regression,0.6968,31.0
tabpfn,compas,128,logistic_regression,0.6982,22.0
tabpfn,compas,128,decision_tree,0.6408,103.0
tabpfn,electricity,64,ttnet,0.749,396.0
tabpfn,electricity,64,xgboost,0.7801,691.6
tabpfn,electricity,64,logistic_rule_regression,0.7666,8.6
tabpfn,electricity,64,logistic_regression,0.7815,26.0
tabpfn,electricity,64,decision_tree,0.7368,66.2
tabpfn,electricity,16,ttnet,0.7341,456.2
tabpfn,electricity,16,xgboost,0.7597,2432.8
tabpfn,electricity,16,logistic_rule_regression,0.7535,87.0
tabpfn,electricity,16,logistic_regression,0.7617,26.0
tabpfn,electricity,16,decision_tree,0.6977,253.0
tabpfn,electricity,4,ttnet,0.6481,431.8
tabpfn,electricity,4,xgboost,0.6241,2513.2
tabpfn,electricity,4,logistic_rule_regression,0.6728,61.0
tabpfn,electricity,4,logistic_regression,0.697,26.0
tabpfn,electricity,4,decision_tree,0.601,199.8
tabpfn,electricity,8,ttnet,0.7597,431.8
tabpfn,electricity,8,xgboost,0.7641,3061.4
tabpfn,electricity,8,logistic_rule_regression,0.7702,69.0
tabpfn,electricity,8,logistic_regression,0.7817,26.0
tabpfn,electricity,8,decision_tree,0.7266,208.6
tabpfn,electricity,32,ttnet,0.7582,450.2
tabpfn,electricity,32,xgboost,0.7871,4272.8
tabpfn,electricity,32,logistic_rule_regression,0.7853,65.6
tabpfn,electricity,32,logistic_regression,0.7828,26.0
tabpfn,electricity,32,decision_tree,0.7462,114.6
tabpfn,electricity,256,ttnet,0.7685,483.2
tabpfn,electricity,256,xgboost,0.843,2678.8
tabpfn,electricity,256,logistic_rule_regression,0.8364,66.0
tabpfn,electricity,256,logistic_regression,0.8073,26.0
tabpfn,electricity,256,decision_tree,0.7773,207.8
tabpfn,electricity,128,ttnet,0.7607,456.4
tabpfn,electricity,128,xgboost,0.8078,7723.6
tabpfn,electricity,128,logistic_rule_regression,0.8036,55.0
tabpfn,electricity,128,logistic_regression,0.8031,26.0
tabpfn,electricity,128,decision_tree,0.7561,221.8
tabpfn,income,64,ttnet,0.8374,578.6
tabpfn,income,64,xgboost,0.8414,3019.8
tabpfn,income,64,logistic_rule_regression,0.8423,60.0
tabpfn,income,64,logistic_regression,0.8359,200.0
tabpfn,income,64,decision_tree,0.801,175.4
tabpfn,income,16,ttnet,0.5188,763.0
tabpfn,income,16,xgboost,0.5219,3191.4
tabpfn,income,16,logistic_rule_regression,0.4928,93.4
tabpfn,income,16,logistic_regression,0.5475,200.0
tabpfn,income,16,decision_tree,0.5221,368.2
tabpfn,income,4,ttnet,0.7105,569.6
tabpfn,income,4,xgboost,0.7093,1106.4
tabpfn,income,4,logistic_rule_regression,0.685,49.0
tabpfn,income,4,logistic_regression,0.7408,200.0
tabpfn,income,4,decision_tree,0.6336,127.8
tabpfn,income,8,ttnet,0.5392,562.2
tabpfn,income,8,xgboost,0.556,1887.0
tabpfn,income,8,logistic_rule_regression,0.5872,63.0
tabpfn,income,8,logistic_regression,0.5475,200.0
tabpfn,income,8,decision_tree,0.5063,181.4
tabpfn,income,32,ttnet,0.7576,748.0
tabpfn,income,32,xgboost,0.7706,898.6
tabpfn,income,32,logistic_rule_regression,0.7544,78.0
tabpfn,income,32,logistic_regression,0.7841,200.0
tabpfn,income,32,decision_tree,0.7304,355.4
tabpfn,income,256,ttnet,0.8693,624.2
tabpfn,income,256,xgboost,0.886,2070.8
tabpfn,income,256,logistic_rule_regression,0.872,70.0
tabpfn,income,256,logistic_regression,0.8851,200.0
tabpfn,income,256,decision_tree,0.8191,261.8
tabpfn,income,128,ttnet,0.8601,652.8
tabpfn,income,128,xgboost,0.8732,1589.4
tabpfn,income,128,logistic_rule_regression,0.8637,68.0
tabpfn,income,128,logistic_regression,0.8705,200.0
tabpfn,income,128,decision_tree,0.8134,128.2
tabpfn,diabetes,64,ttnet,0.7672,218.0
tabpfn,diabetes,64,xgboost,0.8031,1433.8
tabpfn,diabetes,64,logistic_rule_regression,0.7873,49.0
tabpfn,diabetes,64,logistic_regression,0.8008,16.0
tabpfn,diabetes,64,decision_tree,0.7286,150.6
tabpfn,diabetes,16,ttnet,0.7074,275.8
tabpfn,diabetes,16,xgboost,0.7238,2211.4
tabpfn,diabetes,16,logistic_rule_regression,0.7067,90.0
tabpfn,diabetes,16,logistic_regression,0.7434,16.0
tabpfn,diabetes,16,decision_tree,0.6564,415.0
tabpfn,diabetes,4,ttnet,0.5986,185.4
tabpfn,diabetes,4,xgboost,0.7271,1025.6
tabpfn,diabetes,4,logistic_rule_regression,0.7306,87.4
tabpfn,diabetes,4,logistic_regression,0.6876,16.0
tabpfn,diabetes,4,decision_tree,0.6559,378.6
tabpfn,diabetes,8,ttnet,0.7548,265.0
tabpfn,diabetes,8,xgboost,0.7375,1105.2
tabpfn,diabetes,8,logistic_rule_regression,0.732,94.0
tabpfn,diabetes,8,logistic_regression,0.7151,16.0
tabpfn,diabetes,8,decision_tree,0.6888,258.6
tabpfn,diabetes,32,ttnet,0.6963,231.6
tabpfn,diabetes,32,xgboost,0.7358,2625.6
tabpfn,diabetes,32,logistic_rule_regression,0.7049,50.0
tabpfn,diabetes,32,logistic_regression,0.7097,16.0
tabpfn,diabetes,32,decision_tree,0.675,244.2
tabpfn,diabetes,256,ttnet,0.7813,250.0
tabpfn,diabetes,256,xgboost,0.8484,2232.8
tabpfn,diabetes,256,logistic_rule_regression,0.8349,93.0
tabpfn,diabetes,256,logistic_regression,0.8283,16.0
tabpfn,diabetes,256,decision_tree,0.7745,391.8
tabpfn,diabetes,128,ttnet,0.7663,216.6
tabpfn,diabetes,128,xgboost,0.8363,2746.0
tabpfn,diabetes,128,logistic_rule_regression,0.8277,82.0
tabpfn,diabetes,128,logistic_regression,0.8262,16.0
tabpfn,diabetes,128,decision_tree,0.7552,269.4
tabpfn,covertype,64,ttnet,0.7468,599.0
tabpfn,covertype,64,xgboost,0.8054,1174.2
tabpfn,covertype,64,logistic_rule_regression,0.7954,39.0
tabpfn,covertype,64,logistic_regression,0.8198,98.0
tabpfn,covertype,64,decision_tree,0.7019,56.2
tabpfn,covertype,16,ttnet,0.7378,610.6
tabpfn,covertype,16,xgboost,0.773,1713.2
tabpfn,covertype,16,logistic_rule_regression,0.7583,71.0
tabpfn,covertype,16,logistic_regression,0.7726,98.0
tabpfn,covertype,16,decision_tree,0.7248,281.8
tabpfn,covertype,4,ttnet,0.6028,637.2
tabpfn,covertype,4,xgboost,0.613,1138.6
tabpfn,covertype,4,logistic_rule_regression,0.6258,62.0
tabpfn,covertype,4,logistic_regression,0.5758,98.0
tabpfn,covertype,4,decision_tree,0.5887,342.6
tabpfn,covertype,8,ttnet,0.7509,544.6
tabpfn,covertype,8,xgboost,0.7894,1369.8
tabpfn,covertype,8,logistic_rule_regression,0.7925,58.0
tabpfn,covertype,8,logistic_regression,0.8098,98.0
tabpfn,covertype,8,decision_tree,0.7494,210.6
tabpfn,covertype,32,ttnet,0.7094,573.8
tabpfn,covertype,32,xgboost,0.7389,2668.6
tabpfn,covertype,32,logistic_rule_regression,0.7609,105.0
tabpfn,covertype,32,logistic_regression,0.7547,98.0
tabpfn,covertype,32,decision_tree,0.7351,308.6
tabpfn,covertype,256,ttnet,0.7617,603.4
tabpfn,covertype,256,xgboost,0.827,1185.6
tabpfn,covertype,256,logistic_rule_regression,0.8152,101.0
tabpfn,covertype,256,logistic_regression,0.8299,98.0
tabpfn,covertype,256,decision_tree,0.7695,163.8
tabpfn,covertype,128,ttnet,0.7624,522.6
tabpfn,covertype,128,xgboost,0.8165,1549.4
tabpfn,covertype,128,logistic_rule_regression,0.8061,83.0
tabpfn,covertype,128,logistic_regression,0.8225,98.0
tabpfn,covertype,128,decision_tree,0.7614,109.8
tabpfn,credit_card_default,64,ttnet,0.6875,493.6
tabpfn,credit_card_default,64,xgboost,0.7132,3731.8
tabpfn,credit_card_default,64,logistic_rule_regression,0.7235,17.0
tabpfn,credit_card_default,64,logistic_regression,0.6828,42.0
tabpfn,credit_card_default,64,decision_tree,0.6846,29.0
tabpfn,credit_card_default,16,ttnet,0.6797,618.6
tabpfn,credit_card_default,16,xgboost,0.7001,1872.0
tabpfn,credit_card_default,16,logistic_rule_regression,0.7173,147.0
tabpfn,credit_card_default,16,logistic_regression,0.7018,42.0
tabpfn,credit_card_default,16,decision_tree,0.6694,312.6
tabpfn,credit_card_default,4,ttnet,0.5335,624.6
tabpfn,credit_card_default,4,xgboost,0.5221,1994.0
tabpfn,credit_card_default,4,logistic_rule_regression,0.544,76.0
tabpfn,credit_card_default,4,logistic_regression,0.5672,42.0
tabpfn,credit_card_default,4,decision_tree,0.5159,409.4
tabpfn,credit_card_default,8,ttnet,0.7009,609.2
tabpfn,credit_card_default,8,xgboost,0.7107,2238.2
tabpfn,credit_card_default,8,logistic_rule_regression,0.7282,59.0
tabpfn,credit_card_default,8,logistic_regression,0.6977,42.0
tabpfn,credit_card_default,8,decision_tree,0.6997,213.8
tabpfn,credit_card_default,32,ttnet,0.68,621.6
tabpfn,credit_card_default,32,xgboost,0.6845,1122.8
tabpfn,credit_card_default,32,logistic_rule_regression,0.6955,95.0
tabpfn,credit_card_default,32,logistic_regression,0.69,42.0
tabpfn,credit_card_default,32,decision_tree,0.6732,167.4
tabpfn,credit_card_default,256,ttnet,0.7094,606.6
tabpfn,credit_card_default,256,xgboost,0.737,1204.4
tabpfn,credit_card_default,256,logistic_rule_regression,0.7254,63.0
tabpfn,credit_card_default,256,logistic_regression,0.6936,42.0
tabpfn,credit_card_default,256,decision_tree,0.7063,186.6
tabpfn,credit_card_default,128,ttnet,0.7049,623.4
tabpfn,credit_card_default,128,xgboost,0.7236,1472.2
tabpfn,credit_card_default,128,logistic_rule_regression,0.7415,105.0
tabpfn,credit_card_default,128,logistic_regression,0.7045,42.0
tabpfn,credit_card_default,128,decision_tree,0.69,273.4
tabpfn,jungle,64,ttnet,0.7479,272.0
tabpfn,jungle,64,xgboost,0.8041,6954.0
tabpfn,jungle,64,logistic_rule_regression,0.8015,69.0
tabpfn,jungle,64,logistic_regression,0.7457,12.0
tabpfn,jungle,64,decision_tree,0.7493,387.8
tabpfn,jungle,16,ttnet,0.4564,232.0
tabpfn,jungle,16,xgboost,0.6084,22751.4
tabpfn,jungle,16,logistic_rule_regression,0.6204,40.0
tabpfn,jungle,16,logistic_regression,0.4941,12.0
tabpfn,jungle,16,decision_tree,0.5845,586.2
tabpfn,jungle,4,ttnet,0.4831,108.8
tabpfn,jungle,4,xgboost,0.4553,30.4
tabpfn,jungle,4,logistic_rule_regression,0.4553,2.4
tabpfn,jungle,4,logistic_regression,0.4794,12.0
tabpfn,jungle,4,decision_tree,0.4553,10.2
tabpfn,jungle,8,ttnet,0.4545,259.4
tabpfn,jungle,8,xgboost,0.4801,77863.8
tabpfn,jungle,8,logistic_rule_regression,0.5059,53.0
tabpfn,jungle,8,logistic_regression,0.4691,12.0
tabpfn,jungle,8,decision_tree,0.4743,163.0
tabpfn,jungle,32,ttnet,0.7054,295.8
tabpfn,jungle,32,xgboost,0.7431,2112.6
tabpfn,jungle,32,logistic_rule_regression,0.7404,89.0
tabpfn,jungle,32,logistic_regression,0.7063,12.0
tabpfn,jungle,32,decision_tree,0.6971,611.0
tabpfn,jungle,256,ttnet,0.7778,246.4
tabpfn,jungle,256,xgboost,0.8643,4162.6
tabpfn,jungle,256,logistic_rule_regression,0.8534,76.0
tabpfn,jungle,256,logistic_regression,0.7921,12.0
tabpfn,jungle,256,decision_tree,0.7946,350.6
tabpfn,jungle,128,ttnet,0.7477,241.4
tabpfn,jungle,128,xgboost,0.8056,4113.6
tabpfn,jungle,128,logistic_rule_regression,0.7935,52.0
tabpfn,jungle,128,logistic_regression,0.7618,12.0
tabpfn,jungle,128,decision_tree,0.7325,305.0
tabpfn,heart,64,ttnet,0.8715,385.6
tabpfn,heart,64,xgboost,0.896,6734.8
tabpfn,heart,64,logistic_rule_regression,0.8816,40.0
tabpfn,heart,64,logistic_regression,0.8895,30.0
tabpfn,heart,64,decision_tree,0.839,159.0
tabpfn,heart,16,ttnet,0.8929,388.2
tabpfn,heart,16,xgboost,0.9055,2529.2
tabpfn,heart,16,logistic_rule_regression,0.9065,85.0
tabpfn,heart,16,logistic_regression,0.9051,30.0
tabpfn,heart,16,decision_tree,0.8511,365.4
tabpfn,heart,4,ttnet,0.8109,346.8
tabpfn,heart,4,xgboost,0.8945,1463.0
tabpfn,heart,4,logistic_rule_regression,0.8567,40.0
tabpfn,heart,4,logistic_regression,0.8932,30.0
tabpfn,heart,4,decision_tree,0.7711,120.6
tabpfn,heart,8,ttnet,0.8523,383.4
tabpfn,heart,8,xgboost,0.8609,635.4
tabpfn,heart,8,logistic_rule_regression,0.8503,16.6
tabpfn,heart,8,logistic_regression,0.8944,30.0
tabpfn,heart,8,decision_tree,0.7636,27.4
tabpfn,heart,32,ttnet,0.8571,404.4
tabpfn,heart,32,xgboost,0.8761,2444.6
tabpfn,heart,32,logistic_rule_regression,0.8644,61.0
tabpfn,heart,32,logistic_regression,0.8646,30.0
tabpfn,heart,32,decision_tree,0.8125,215.8
tabpfn,heart,256,ttnet,0.911,430.0
tabpfn,heart,256,xgboost,0.9254,9028.8
tabpfn,heart,256,logistic_rule_regression,0.9261,62.0
tabpfn,heart,256,logistic_regression,0.9245,30.0
tabpfn,heart,256,decision_tree,0.8751,461.0
tabpfn,heart,128,ttnet,0.8917,425.2
tabpfn,heart,128,xgboost,0.9082,1871.6
tabpfn,heart,128,logistic_rule_regression,0.9131,88.0
tabpfn,heart,128,logistic_regression,0.9088,30.0
tabpfn,heart,128,decision_tree,0.8331,502.2
tabpfn,road_safety,64,ttnet,0.6797,679.8
tabpfn,road_safety,64,xgboost,0.7462,3143.8
tabpfn,road_safety,64,logistic_rule_regression,0.7294,62.0
tabpfn,road_safety,64,logistic_regression,0.6713,64.0
tabpfn,road_safety,64,decision_tree,0.69,80.6
tabpfn,road_safety,16,ttnet,0.5932,761.8
tabpfn,road_safety,16,xgboost,0.5976,2754.8
tabpfn,road_safety,16,logistic_rule_regression,0.591,73.0
tabpfn,road_safety,16,logistic_regression,0.5446,64.0
tabpfn,road_safety,16,decision_tree,0.5473,160.2
tabpfn,road_safety,4,ttnet,0.5644,525.8
tabpfn,road_safety,4,xgboost,0.5786,1639.8
tabpfn,road_safety,4,logistic_rule_regression,0.5447,4.0
tabpfn,road_safety,4,logistic_regression,0.5638,64.0
tabpfn,road_safety,4,decision_tree,0.5679,9.8
tabpfn,road_safety,8,ttnet,0.5347,739.0
tabpfn,road_safety,8,xgboost,0.5392,1491.8
tabpfn,road_safety,8,logistic_rule_regression,0.5224,50.0
tabpfn,road_safety,8,logistic_regression,0.5078,64.0
tabpfn,road_safety,8,decision_tree,0.5327,256.6
tabpfn,road_safety,32,ttnet,0.723,606.2
tabpfn,road_safety,32,xgboost,0.7308,1918.8
tabpfn,road_safety,32,logistic_rule_regression,0.7125,61.0
tabpfn,road_safety,32,logistic_regression,0.6869,64.0
tabpfn,road_safety,32,decision_tree,0.7017,197.8
tabpfn,road_safety,256,ttnet,0.7501,659.2
tabpfn,road_safety,256,xgboost,0.743,945.2
tabpfn,road_safety,256,logistic_rule_regression,0.7426,21.0
tabpfn,road_safety,256,logistic_regression,0.7436,64.0
tabpfn,road_safety,256,decision_tree,0.7165,84.6
tabpfn,road_safety,128,ttnet,0.7109,698.2
tabpfn,road_safety,128,xgboost,0.7542,998.8
tabpfn,road_safety,128,logistic_rule_regression,0.722,58.0
tabpfn,road_safety,128,logistic_regression,0.6866,64.0
tabpfn,road_safety,128,decision_tree,0.683,131.0
tabpfn,calhousing,64,ttnet,0.824,142.8
tabpfn,calhousing,64,xgboost,0.8804,3466.6
tabpfn,calhousing,64,logistic_rule_regression,0.8642,64.0
tabpfn,calhousing,64,logistic_regression,0.8921,16.0
tabpfn,calhousing,64,decision_tree,0.8058,309.8
tabpfn,calhousing,16,ttnet,0.8145,162.4
tabpfn,calhousing,16,xgboost,0.8226,2640.6
tabpfn,calhousing,16,logistic_rule_regression,0.8246,64.0
tabpfn,calhousing,16,logistic_regression,0.826,16.0
tabpfn,calhousing,16,decision_tree,0.7507,197.0
tabpfn,calhousing,4,ttnet,0.5653,112.8
tabpfn,calhousing,4,xgboost,0.6092,1699.4
tabpfn,calhousing,4,logistic_rule_regression,0.5959,76.0
tabpfn,calhousing,4,logistic_regression,0.5692,16.0
tabpfn,calhousing,4,decision_tree,0.5398,131.8
tabpfn,calhousing,8,ttnet,0.7633,130.4
tabpfn,calhousing,8,xgboost,0.6888,4914.2
tabpfn,calhousing,8,logistic_rule_regression,0.6659,95.0
tabpfn,calhousing,8,logistic_regression,0.6733,16.0
tabpfn,calhousing,8,decision_tree,0.6164,228.2
tabpfn,calhousing,32,ttnet,0.8006,143.2
tabpfn,calhousing,32,xgboost,0.8203,2590.4
tabpfn,calhousing,32,logistic_rule_regression,0.8349,63.0
tabpfn,calhousing,32,logistic_regression,0.8424,16.0
tabpfn,calhousing,32,decision_tree,0.7556,234.2
tabpfn,calhousing,256,ttnet,0.8235,155.8
tabpfn,calhousing,256,xgboost,0.9117,5822.4
tabpfn,calhousing,256,logistic_rule_regression,0.8871,109.0
tabpfn,calhousing,256,logistic_regression,0.9023,16.0
tabpfn,calhousing,256,decision_tree,0.7933,422.6
tabpfn,calhousing,128,ttnet,0.8238,132.0
tabpfn,calhousing,128,xgboost,0.8874,5802.6
tabpfn,calhousing,128,logistic_rule_regression,0.8636,85.0
tabpfn,calhousing,128,logistic_regression,0.8883,16.0
tabpfn,calhousing,128,decision_tree,0.8098,319.4
